symbol,lastPrice,volume
BEARBUSD,0.00000000,0.00000000
ETHBULLUSDT,0.00000000,0.00000000
ETHBULLBUSD,0.00000000,0.00000000
ETHBEARUSDT,0.00000000,0.00000000
ETHBEARBUSD,0.00000000,0.00000000
TCTBNB,0.00000000,0.00000000
TCTBTC,0.00000000,0.00000000
TCTUSDT,0.00000000,0.00000000
WRXBNB,0.00000000,0.00000000
WRXBTC,0.00000000,0.00000000
WRXUSDT,0.10440000,10766551.80000000
ICXBUSD,0.16420000,75767.90000000
BTSUSDT,0.00966000,61217027.10000000
BTSBUSD,0.00000000,0.00000000
LSKUSDT,0.84200000,3046858.20000000
BNTUSDT,0.59670000,13184126.60000000
BNTBUSD,0.35990000,53945.90000000
LTOBNB,0.00000000,0.00000000
LTOBTC,0.00000188,291330.00000000
LTOUSDT,0.05540000,3938735.00000000
ATOMBUSD,6.38400000,38790.45000000
DASHBUSD,25.83000000,469.98700000
NEOBUSD,6.73000000,722.46000000
WAVESBUSD,1.49200000,42837.83000000
XTZBUSD,0.67100000,51404.00000000
EOSBULLUSDT,0.00000000,0.00000000
EOSBULLBUSD,0.00000000,0.00000000
EOSBEARUSDT,0.00000000,0.00000000
EOSBEARBUSD,0.00000000,0.00000000
XRPBULLUSDT,0.00000000,0.00000000
XRPBULLBUSD,0.00000000,0.00000000
XRPBEARUSDT,0.00000000,0.00000000
XRPBEARBUSD,0.00000000,0.00000000
BATBUSD,0.17090000,82819.00000000
ENJBUSD,0.20790000,264065.90000000
NANOBUSD,0.00000000,0.00000000
ONTBUSD,0.15740000,71114.00000000
RVNBUSD,0.01525000,1294259.50000000
STRATBUSD,0.00000000,0.00000000
STRATBNB,0.00000000,0.00000000
STRATUSDT,0.00000000,0.00000000
AIONBUSD,0.00000000,0.00000000
AIONUSDT,0.00000000,0.00000000
MBLBNB,0.00000000,0.00000000
MBLBTC,0.00000000,0.00000000
MBLUSDT,0.00316400,188020455.00000000
COTIBNB,0.00017440,99371.00000000
COTIBTC,0.00000125,587885.00000000
COTIUSDT,0.03713000,40765026.00000000
ALGOBUSD,0.09070000,2111513.00000000
BTTBUSD,0.00000000,0.00000000
TOMOBUSD,1.52180000,44713.60000000
XMRBUSD,154.70000000,787.99400000
ZECBUSD,25.50000000,898.94200000
BNBBULLUSDT,0.00000000,0.00000000
BNBBULLBUSD,0.00000000,0.00000000
BNBBEARUSDT,0.00000000,0.00000000
BNBBEARBUSD,0.00000000,0.00000000
STPTBNB,0.00000000,0.00000000
STPTBTC,0.00000208,5344357.00000000
STPTUSDT,0.06176000,111326736.40000000
BTCZAR,573848.00000000,18.43792000
ETHZAR,31245.00000000,88.33160000
BNBZAR,0.00000000,0.00000000
USDTZAR,19.46000000,440068.00000000
BUSDZAR,19.45000000,139176.00000000
BTCBKRW,0.00000000,0.00000000
ETHBKRW,0.00000000,0.00000000
BNBBKRW,0.00000000,0.00000000
WTCUSDT,0.14700000,3756431.00000000
DATABUSD,0.02344000,468540.60000000
DATAUSDT,0.02429000,8649412.60000000
XZCUSDT,0.00000000,0.00000000
SOLBNB,0.12580000,26803.36000000
SOLBTC,0.00090720,658578.74000000
SOLUSDT,26.74000000,8156589.27000000
SOLBUSD,26.74000000,543869.47000000
BTCIDRT,0.00,0.00000000
BNBIDRT,0.00,0.00000000
USDTIDRT,15875.00,196337.00000000
BUSDIDRT,0.00,0.00000000
CTSIBTC,0.00000432,259977.00000000
CTSIUSDT,0.12720000,5313368.00000000
CTSIBNB,0.00060000,8594.00000000
CTSIBUSD,0.12730000,68904.00000000
HIVEBNB,0.00000000,0.00000000
HIVEBTC,0.00001024,139579.00000000
HIVEUSDT,0.30250000,1409561.00000000
CHRBNB,0.00041650,67177.00000000
CHRBTC,0.00000301,148803.00000000
CHRUSDT,0.08880000,6889132.00000000
BTCUPUSDT,5.90000000,84062.86000000
BTCDOWNUSDT,0.00671200,164092710.05000000
GXSUSDT,0.00000000,0.00000000
ARDRUSDT,0.09950000,304860258.00000000
ERDBUSD,0.00000000,0.00000000
LENDUSDT,0.00000000,0.00000000
HBARBUSD,0.04740000,2836346.00000000
MATICBUSD,0.53450000,2063324.60000000
WRXBUSD,0.10400000,923045.50000000
ZILBUSD,0.01583000,615820.50000000
MDTBNB,0.00000000,0.00000000
MDTBTC,0.00000133,1798534.00000000
MDTUSDT,0.03923000,41121427.10000000
STMXBTC,0.00000000,0.00000000
STMXETH,0.00000000,0.00000000
STMXUSDT,0.00638700,463090571.00000000
KNCBUSD,0.63700000,88578.20000000
KNCUSDT,0.63400000,9499736.10000000
REPBUSD,0.00000000,0.00000000
REPUSDT,0.00000000,0.00000000
LRCBUSD,0.17280000,125437.00000000
LRCUSDT,0.16700000,8021189.00000000
IQBNB,0.00000000,0.00000000
IQBUSD,0.00502000,27481652.00000000
PNTBTC,0.00000000,0.00000000
PNTUSDT,0.12430000,6082956.00000000
BTCGBP,24192.36000000,17.78471000
ETHGBP,1315.41000000,27.07420000
XRPGBP,0.42510000,514120.00000000
BNBGBP,175.30000000,39.36600000
GBPBUSD,1.22100000,33153.00000000
DGBBTC,0.00000022,3711025.00000000
DGBBUSD,0.00632000,1350321.70000000
BTCUAH,1188168.00000000,2.34045000
USDTUAH,40.22000000,179335.00000000
COMPBTC,0.00136900,1389.92200000
COMPBNB,0.00000000,0.00000000
COMPBUSD,40.37000000,2017.97300000
COMPUSDT,40.35000000,86538.15200000
BTCBIDR,466000000.00,13.32678000
ETHBIDR,25355171.00,121.81380000
BNBBIDR,3335250.00,228.53300000
BUSDBIDR,15803.00,194427.30000000
USDTBIDR,15802.00,432725.60000000
BKRWUSDT,0.00000000,0.00000000
BKRWBUSD,0.00000000,0.00000000
SCUSDT,0.00296000,81248069.00000000
ZENUSDT,7.79000000,136587.17000000
SXPBTC,0.00000907,116916.60000000
SXPBNB,0.00125600,19468.50000000
SXPBUSD,0.26760000,99255.70000000
SNXBTC,0.00006640,11037.50000000
SNXBNB,0.00919000,1381.10000000
SNXBUSD,1.93600000,19483.10000000
SNXUSDT,1.95400000,1772151.40000000
ETHUPUSDT,3.06800000,190688.15000000
ETHDOWNUSDT,0.25230000,1872450.36000000
ADAUPUSDT,0.10400000,4580378.00000000
ADADOWNUSDT,0.00191700,474112890.48000000
LINKUPUSDT,0.00000000,0.00000000
LINKDOWNUSDT,0.00000000,0.00000000
VTHOBNB,0.00000000,0.00000000
VTHOBUSD,0.00000000,0.00000000
VTHOUSDT,0.00106500,1421865257.00000000
DCRBUSD,0.00000000,0.00000000
DGBUSDT,0.00665000,96044573.90000000
GBPUSDT,1.21900000,224422.00000000
STORJBUSD,0.23710000,64860.00000000
SXPUSDT,0.26710000,5027073.70000000
IRISBNB,0.00000000,0.00000000
IRISBTC,0.00000061,929529.00000000
IRISBUSD,0.00000000,0.00000000
MKRBNB,0.00000000,0.00000000
MKRBTC,0.04815000,55.71260000
MKRUSDT,1416.00000000,4426.45530000
MKRBUSD,1416.00000000,32.32730000
DAIBNB,0.00000000,0.00000000
DAIBTC,0.00000000,0.00000000
DAIUSDT,0.00000000,0.00000000
DAIBUSD,0.00000000,0.00000000
RUNEBNB,0.00762100,35838.30000000
RUNEBTC,0.00005494,480609.80000000
RUNEBUSD,1.62100000,378395.30000000
MANABUSD,0.28580000,351547.00000000
DOGEBUSD,0.05980000,11334085.00000000
LENDBUSD,0.00000000,0.00000000
ZRXBUSD,0.16890000,280068.00000000
DCRUSDT,11.96000000,18971.53600000
STORJUSDT,0.38190000,30676519.00000000
XRPBKRW,0.00000000,0.00000000
ADABKRW,0.00000000,0.00000000
BTCAUD,0.00000000,0.00000000
ETHAUD,0.00000000,0.00000000
AUDBUSD,0.00000000,0.00000000
FIOBNB,0.00000000,0.00000000
FIOBTC,0.00000064,450116.00000000
FIOBUSD,0.00000000,0.00000000
BNBUPUSDT,20.57000000,3997.69000000
BNBDOWNUSDT,0.01860000,13675813.91000000
XTZUPUSDT,0.00000000,0.00000000
XTZDOWNUSDT,0.00000000,0.00000000
AVABNB,0.00000000,0.00000000
AVABTC,0.00001504,76054.70000000
AVABUSD,0.47000000,29707.20000000
USDTBKRW,0.00000000,0.00000000
BUSDBKRW,0.00000000,0.00000000
IOTABUSD,0.14310000,142944.00000000
MANAUSDT,0.28530000,11279913.00000000
XRPAUD,0.00000000,0.00000000
BNBAUD,0.00000000,0.00000000
AUDUSDT,0.00000000,0.00000000
BALBNB,0.00000000,0.00000000
BALBTC,0.00010210,1957.41000000
BALBUSD,3.15000000,6463.65000000
YFIBNB,0.00000000,0.00000000
YFIBTC,0.16900000,10.48905000
YFIBUSD,5325.00000000,6.08038000
YFIUSDT,4992.00000000,537.31222000
BLZBUSD,0.00000000,0.00000000
KMDBUSD,0.00000000,0.00000000
BALUSDT,3.01000000,68073.70000000
BLZUSDT,0.17580000,93732467.00000000
IRISUSDT,0.01788000,9116388.70000000
KMDUSDT,0.21370000,846993.00000000
BTCDAI,29486.87000000,21.81265000
ETHDAI,1605.06000000,111.82030000
BNBDAI,213.40000000,179.64600000
USDTDAI,1.00020000,3242638.50000000
BUSDDAI,1.00040000,145307.50000000
JSTBNB,0.00000000,0.00000000
JSTBTC,0.00000082,4841548.00000000
JSTBUSD,0.02103000,452590.80000000
JSTUSDT,0.02436000,204684097.40000000
SRMBNB,0.00000000,0.00000000
SRMBTC,0.00000000,0.00000000
SRMBUSD,0.03530000,31485309.00000000
SRMUSDT,0.00000000,0.00000000
ANTBNB,0.02192000,1384.60000000
ANTBTC,0.00015848,10891.70000000
ANTBUSD,4.30300000,1798.10000000
ANTUSDT,4.68500000,201450.10000000
CRVBNB,0.00000000,0.00000000
CRVBTC,0.00001415,658077.50000000
CRVBUSD,0.41710000,291137.50000000
CRVUSDT,0.41720000,14012837.90000000
SANDBNB,0.00137800,15310.00000000
SANDBTC,0.00000994,679309.00000000
SANDUSDT,0.29330000,8724695.00000000
SANDBUSD,0.29340000,225367.00000000
OCEANBNB,0.00132100,36956.00000000
OCEANBTC,0.00000954,173139.00000000
OCEANBUSD,0.28480000,116949.00000000
OCEANUSDT,0.28130000,4785045.00000000
NMRBTC,0.00041000,1200.53000000
NMRBUSD,11.43000000,2040.62000000
NMRUSDT,12.07000000,90584.96000000
DOTBNB,0.01740000,21968.59000000
DOTBTC,0.00012540,217331.42000000
DOTBUSD,3.69500000,154858.17000000
DOTUSDT,3.69600000,3544193.18000000
LUNABNB,0.00000000,0.00000000
LUNABTC,0.00000000,0.00000000
LUNABUSD,0.40000000,877028.06000000
LUNAUSDT,0.40010000,11163341.17000000
IDEXBTC,0.00000145,449980.00000000
IDEXBUSD,0.04304000,215366.30000000
RSRBNB,0.00000852,762540.00000000
RSRBTC,0.00000000,0.00000000
RSRBUSD,0.00184000,19321525.90000000
RSRUSDT,0.00174200,678361137.50000000
PAXGBNB,9.28500000,4.23610000
PAXGBTC,0.06692000,185.39580000
PAXGBUSD,1975.00000000,70.69700000
PAXGUSDT,1972.00000000,2618.13350000
WNXMBNB,0.00000000,0.00000000
WNXMBTC,0.00000000,0.00000000
WNXMBUSD,0.00000000,0.00000000
WNXMUSDT,30.76000000,12893.29000000
TRBBNB,0.00000000,0.00000000
TRBBTC,0.00237050,16729.13000000
TRBBUSD,69.80000000,11646.53000000
TRBUSDT,69.80000000,911816.31000000
ETHNGN,0.00000000,0.00000000
DOTBIDR,0.00,0.00000000
LINKAUD,0.00000000,0.00000000
SXPAUD,0.00000000,0.00000000
BZRXBNB,0.00000000,0.00000000
BZRXBTC,0.00000000,0.00000000
BZRXBUSD,0.00000000,0.00000000
BZRXUSDT,0.00000000,0.00000000
WBTCBTC,1.00050000,318.36764000
WBTCETH,18.39000000,4.18893000
SUSHIBNB,0.00260200,2030.30000000
SUSHIBTC,0.00001874,75191.00000000
SUSHIBUSD,0.56600000,33142.30000000
SUSHIUSDT,0.55200000,1981240.80000000
YFIIBNB,0.00000000,0.00000000
YFIIBTC,0.00000000,0.00000000
YFIIBUSD,0.00000000,0.00000000
YFIIUSDT,435.50000000,3003.19260000
KSMBNB,0.00000000,0.00000000
KSMBTC,0.00058700,666.31500000
KSMBUSD,18.87000000,1302.65400000
KSMUSDT,17.32000000,39801.54100000
EGLDBNB,0.11600000,4726.90000000
EGLDBTC,0.00083600,30444.71000000
EGLDBUSD,24.65000000,19322.72000000
EGLDUSDT,24.67000000,592605.81000000
DIABNB,0.00000000,0.00000000
DIABTC,0.00000787,174481.10000000
DIABUSD,0.23840000,16990.30000000
DIAUSDT,0.23320000,1447586.70000000
RUNEUSDT,1.61900000,14842607.80000000
FIOUSDT,0.01874000,8618047.00000000
UMABTC,0.00004629,17220.40000000
UMAUSDT,1.36000000,1018635.50000000
EOSUPUSDT,0.00000000,0.00000000
EOSDOWNUSDT,0.00000000,0.00000000
TRXUPUSDT,0.00000000,0.00000000
TRXDOWNUSDT,0.00000000,0.00000000
XRPUPUSDT,0.00000000,0.00000000
XRPDOWNUSDT,0.00000000,0.00000000
DOTUPUSDT,0.00000000,0.00000000
DOTDOWNUSDT,0.00000000,0.00000000
SRMBIDR,0.00,0.00000000
ONEBIDR,0.00,0.00000000
LINKTRY,215.90000000,20855.12000000
USDTNGN,1184.70000000,1147809.30000000
BELBNB,0.00250900,4748.50000000
BELBTC,0.00001804,13591.90000000
BELBUSD,0.53560000,26589.70000000
BELUSDT,0.53250000,2103151.70000000
WINGBNB,0.00000000,0.00000000
WINGBTC,0.00018750,8757.81000000
SWRVBNB,0.00000000,0.00000000
SWRVBUSD,0.00000000,0.00000000
WINGBUSD,5.50000000,4819.06000000
WINGUSDT,5.54000000,232439.09000000
LTCUPUSDT,0.00000000,0.00000000
LTCDOWNUSDT,0.00000000,0.00000000
LENDBKRW,0.00000000,0.00000000
SXPEUR,0.00000000,0.00000000
CREAMBNB,0.00000000,0.00000000
CREAMBUSD,19.86000000,30254.52100000
UNIBNB,0.01868000,97629.28000000
UNIBTC,0.00013490,71954.22000000
UNIBUSD,3.97300000,22359.34000000
UNIUSDT,3.97200000,1845295.73000000
NBSBTC,0.00000000,0.00000000
NBSUSDT,0.00000000,0.00000000
OXTBTC,0.00000211,497893.00000000
OXTUSDT,0.06180000,26295283.00000000
SUNBTC,0.00000000,0.00000000
SUNUSDT,0.00578000,70036203.00000000
AVAXBNB,0.04299000,2403.52000000
AVAXBTC,0.00031040,101975.37000000
AVAXBUSD,9.16000000,69148.45000000
AVAXUSDT,9.16000000,2011119.51000000
HNTBTC,0.00000000,0.00000000
HNTUSDT,0.00000000,0.00000000
BAKEBNB,0.00055800,88108.00000000
BURGERBNB,0.00000000,0.00000000
SXPBIDR,0.00,0.00000000
LINKBKRW,0.00000000,0.00000000
FLMBNB,0.00000000,0.00000000
FLMBTC,0.00000219,469380.00000000
FLMBUSD,0.00000000,0.00000000
FLMUSDT,0.06470000,21536088.00000000
SCRTBTC,0.00000847,729043.60000000
SCRTETH,0.00015560,503750.00000000
CAKEBNB,0.00497700,72740.29000000
CAKEBUSD,1.05900000,136316.91000000
SPARTABNB,0.00000000,0.00000000
UNIUPUSDT,0.00000000,0.00000000
UNIDOWNUSDT,0.00000000,0.00000000
ORNBTC,0.00001649,15312.10000000
ORNUSDT,0.48660000,815040.20000000
TRXNGN,0.00000000,0.00000000
SXPTRY,7.56200000,693626.40000000
UTKBTC,0.00000176,539164.00000000
UTKUSDT,0.05210000,7699362.00000000
XVSBNB,0.02226000,4817.27000000
XVSBTC,0.00015990,22876.16000000
XVSBUSD,4.73000000,13767.57000000
XVSUSDT,4.72000000,328421.45000000
ALPHABNB,0.00000000,0.00000000
ALPHABTC,0.00000233,95610.00000000
ALPHABUSD,0.07710000,242660.00000000
ALPHAUSDT,0.06880000,6824188.00000000
VIDTBTC,0.00000059,832373.00000000
VIDTBUSD,0.01727000,818106.00000000
AAVEBNB,0.30800000,2420.11400000
BTCBRL,149444.00000000,292.10674000
USDTBRL,5.07000000,8345535.30000000
AAVEBTC,0.00222200,11360.03900000
AAVEETH,0.04085000,3172.21300000
AAVEBUSD,65.51000000,14407.15800000
AAVEUSDT,65.47000000,366795.09100000
AAVEBKRW,0.00000000,0.00000000
NEARBNB,0.00472300,157004.60000000
NEARBTC,0.00003407,366917.70000000
NEARBUSD,1.00700000,91811.60000000
NEARUSDT,1.00500000,5490966.70000000
SXPUPUSDT,0.00000000,0.00000000
SXPDOWNUSDT,0.00000000,0.00000000
DOTBKRW,0.00000000,0.00000000
SXPGBP,0.00000000,0.00000000
FILBNB,0.01512000,2583.06000000
FILBTC,0.00010930,73432.69000000
FILBUSD,3.22000000,63544.77000000
FILUSDT,3.22000000,2800850.97000000
FILUPUSDT,0.00000000,0.00000000
FILDOWNUSDT,0.00000000,0.00000000
YFIUPUSDT,0.00000000,0.00000000
YFIDOWNUSDT,0.00000000,0.00000000
INJBNB,0.04022000,9674.70000000
INJBTC,0.00029000,65380.40000000
INJBUSD,8.55000000,23317.30000000
INJUSDT,8.56100000,1765555.00000000
AERGOBTC,0.00000389,1592474.00000000
AERGOBUSD,0.10030000,130941.00000000
LINKEUR,7.22100000,21337.76000000
ONEBUSD,0.00914000,31706493.80000000
EASYETH,0.00000000,0.00000000
AUDIOBTC,0.00000464,79501.30000000
AUDIOBUSD,0.15270000,88644.70000000
AUDIOUSDT,0.13680000,4232056.90000000
CTKBNB,0.00195900,154802.40000000
CTKBTC,0.00001411,167514.60000000
CTKBUSD,0.53400000,51677.30000000
CTKUSDT,0.41500000,1134694.40000000
BCHUPUSDT,0.00000000,0.00000000
BCHDOWNUSDT,0.00000000,0.00000000
BOTBTC,0.00000000,0.00000000
BOTBUSD,0.00000000,0.00000000
ETHBRL,8129.04000000,653.04030000
DOTEUR,3.49400000,85346.18000000
AKROBTC,0.00000000,0.00000000
AKROUSDT,0.00564000,327943026.00000000
KP3RBNB,0.00000000,0.00000000
KP3RBUSD,45.39000000,426.06000000
AXSBNB,0.01987000,3302.62000000
AXSBTC,0.00014320,48917.27000000
AXSBUSD,4.23000000,72204.73000000
AXSUSDT,4.22000000,511460.70000000
HARDBNB,0.00052000,16782.00000000
HARDBTC,0.00000372,191613.00000000
HARDBUSD,0.10910000,103054.00000000
HARDUSDT,0.10940000,3511385.00000000
BNBBRL,1079.00000000,1458.44400000
LTCEUR,59.96000000,7871.38300000
RENBTCBTC,0.00000000,0.00000000
RENBTCETH,0.00000000,0.00000000
DNTBUSD,0.00000000,0.00000000
DNTUSDT,0.00000000,0.00000000
SLPETH,0.00000088,129408845.00000000
ADAEUR,0.23710000,589404.60000000
LTCNGN,0.00000000,0.00000000
CVPETH,0.00000000,0.00000000
CVPBUSD,0.30650000,32884.10000000
STRAXBTC,0.00002171,752036.00000000
STRAXETH,0.00000000,0.00000000
STRAXBUSD,0.47100000,15330.90000000
STRAXUSDT,0.63600000,22137121.90000000
FORBTC,0.00000061,525202.00000000
FORBUSD,0.01703000,553742.40000000
UNFIBNB,0.00000000,0.00000000
UNFIBTC,0.00020120,22800.10000000
UNFIBUSD,5.91500000,20902.30000000
UNFIUSDT,5.91800000,1851244.70000000
FRONTETH,0.00000000,0.00000000
FRONTBUSD,0.27390000,507510.00000000
BCHABUSD,0.00000000,0.00000000
ROSEBTC,0.00000139,930685.00000000
ROSEBUSD,0.04080000,4374280.50000000
ROSEUSDT,0.04083000,55887006.00000000
AVAXTRY,258.90000000,122567.06000000
BUSDBRL,5.06500000,319334.00000000
AVAUSDT,0.44500000,335490.00000000
SYSBUSD,0.08180000,966965.00000000
XEMUSDT,0.02682000,21763867.00000000
HEGICETH,0.00000000,0.00000000
HEGICBUSD,0.00000000,0.00000000
AAVEUPUSDT,0.00000000,0.00000000
AAVEDOWNUSDT,0.00000000,0.00000000
PROMBNB,0.00000000,0.00000000
PROMBUSD,4.12100000,15944.99000000
XRPBRL,2.62700000,575427.00000000
XRPNGN,0.00000000,0.00000000
SKLBTC,0.00000069,691752.00000000
SKLBUSD,0.02150000,2354350.00000000
SKLUSDT,0.02055000,46805722.00000000
BCHEUR,229.80000000,411.29500000
YFIEUR,4835.00000000,0.11140000
ZILBIDR,253.40,536739.00000000
SUSDBTC,0.00000000,0.00000000
SUSDETH,0.00000000,0.00000000
SUSDUSDT,0.00000000,0.00000000
COVERETH,0.00000000,0.00000000
COVERBUSD,0.00000000,0.00000000
GLMBTC,0.00000683,731547.00000000
GLMETH,0.00000000,0.00000000
GHSTETH,0.00000000,0.00000000
GHSTBUSD,0.00000000,0.00000000
SUSHIUPUSDT,0.00000000,0.00000000
SUSHIDOWNUSDT,0.00000000,0.00000000
XLMUPUSDT,0.00000000,0.00000000
XLMDOWNUSDT,0.00000000,0.00000000
LINKBRL,38.67000000,11141.83000000
LINKNGN,0.00000000,0.00000000
LTCRUB,6153.30000000,1029.48600000
TRXTRY,2.57850000,16484833.00000000
XLMEUR,0.10250000,1098754.00000000
DFETH,0.00000000,0.00000000
DFBUSD,0.03600000,923891.00000000
GRTBTC,0.00000271,1865576.00000000
GRTETH,0.00004970,601023.00000000
GRTUSDT,0.07980000,57231873.00000000
JUVBTC,0.00000000,0.00000000
JUVBUSD,2.06500000,11910.62000000
JUVUSDT,1.91700000,150353.62000000
PSGBTC,0.00009570,2301.72000000
PSGBUSD,3.01900000,7461.31000000
PSGUSDT,2.81900000,79593.19000000
BUSDBVND,0.00,0.00000000
USDTBVND,0.00,0.00000000
1INCHBTC,0.00000853,151576.80000000
1INCHUSDT,0.25140000,11817350.00000000
REEFBTC,0.00000000,0.00000000
REEFUSDT,0.00123500,1168782982.00000000
OGBTC,0.00013820,7313.30000000
OGUSDT,4.08400000,294369.10000000
ATMBTC,0.00000000,0.00000000
ATMUSDT,2.26300000,94180.40000000
ASRBTC,0.00000000,0.00000000
ASRUSDT,2.19500000,100842.40000000
CELOBTC,0.00001418,22186.70000000
CELOUSDT,0.41900000,1457828.00000000
RIFBTC,0.00000330,17589329.00000000
RIFUSDT,0.09690000,227723522.00000000
CHZTRY,1.64400000,15836995.00000000
XLMTRY,3.06500000,3434494.00000000
LINKGBP,6.25700000,68.89000000
GRTEUR,0.07570000,217230.00000000
BTCSTBTC,0.00000000,0.00000000
BTCSTBUSD,0.00000000,0.00000000
BTCSTUSDT,0.00000000,0.00000000
TRUBTC,0.00000112,5941817.00000000
TRUBUSD,0.00000000,0.00000000
TRUUSDT,0.03324000,53741739.00000000
DEXEETH,0.00130300,6567.26000000
DEXEBUSD,2.10000000,9408.22000000
EOSEUR,0.51900000,25442.20000000
LTCBRL,321.70000000,2105.87500000
USDCBUSD,0.00000000,0.00000000
TUSDBUSD,0.99920000,1587282.00000000
PAXBUSD,0.00000000,0.00000000
CKBBTC,0.00000000,0.00000000
CKBBUSD,0.00265000,15084098.00000000
CKBUSDT,0.00253800,256276946.00000000
TWTBTC,0.00003466,106311.00000000
TWTBUSD,0.79240000,105099.00000000
TWTUSDT,1.01980000,2783462.00000000
FIROBTC,0.00005000,24574.00000000
FIROETH,0.00000000,0.00000000
FIROUSDT,1.47600000,175662.40000000
BETHETH,0.99960000,10036.85010000
DOGEEUR,0.05659000,2070426.00000000
DOGETRY,1.69200000,11679204.00000000
DOGEAUD,0.00000000,0.00000000
DOGEBRL,0.30310000,1008625.00000000
DOTNGN,0.00000000,0.00000000
PROSETH,0.00000000,0.00000000
LITBTC,0.00002133,164681.30000000
LITBUSD,0.63100000,206552.50000000
LITUSDT,0.62900000,1157652.40000000
BTCVAI,0.00000000,0.00000000
BUSDVAI,1.01500000,1393.70000000
SFPBTC,0.00002145,67118.00000000
SFPBUSD,0.59920000,19253.00000000
SFPUSDT,0.63190000,2825636.00000000
DOGEGBP,0.04903000,325371.00000000
DOTTRY,104.50000000,26223.36000000
FXSBTC,0.00017922,3245.80000000
FXSBUSD,5.29600000,6937.40000000
DODOBTC,0.00000323,60888.30000000
DODOBUSD,0.09510000,1615482.40000000
DODOUSDT,0.09500000,6680313.60000000
FRONTBTC,0.00000939,259214.00000000
EASYBTC,0.00000000,0.00000000
CAKEBTC,0.00003588,106384.98000000
CAKEUSDT,1.05800000,2674228.33000000
BAKEBUSD,0.11840000,3526993.80000000
UFTETH,0.00015490,160178.00000000
UFTBUSD,0.20610000,632494.00000000
1INCHBUSD,0.25190000,134160.70000000
BANDBUSD,1.44800000,281124.70000000
GRTBUSD,0.07980000,590271.00000000
IOSTBUSD,0.00700000,2655371.80000000
OMGBUSD,0.46600000,87974.30000000
REEFBUSD,0.00123400,77700517.20000000
ACMBTC,0.00000000,0.00000000
ACMBUSD,2.07300000,37500.30000000
ACMUSDT,1.74500000,129423.70000000
AUCTIONBTC,0.00018930,13414.42000000
AUCTIONBUSD,5.60000000,13604.13000000
PHABTC,0.00000316,157044.00000000
PHABUSD,0.09340000,92957.00000000
DOTGBP,3.01500000,1012.68000000
ADATRY,7.09000000,894385.40000000
ADABRL,1.27100000,1281822.90000000
ADAGBP,0.20470000,2286.20000000
TVKBTC,0.00000066,1416247.00000000
TVKBUSD,0.02043000,852635.00000000
BADGERBTC,0.00007720,97446.01000000
BADGERBUSD,2.07900000,2685.07000000
BADGERUSDT,2.28000000,1533961.50000000
FISBTC,0.00000883,73065.00000000
FISBUSD,0.24380000,42008.00000000
FISUSDT,0.26060000,882680.00000000
DOTBRL,18.77000000,9307.57000000
ADAAUD,0.00000000,0.00000000
HOTTRY,0.03647000,833078113.00000000
EGLDEUR,23.28000000,6566.97000000
OMBTC,0.00000062,876728.00000000
OMBUSD,0.01891000,315447.00000000
OMUSDT,0.01838000,8900667.00000000
PONDBTC,0.00000028,8552953.00000000
PONDBUSD,0.00839000,2562157.50000000
PONDUSDT,0.00838000,78364527.95000000
DEGOBTC,0.00004411,19324.66000000
DEGOBUSD,1.34700000,10260.14000000
DEGOUSDT,1.30100000,230960.10000000
AVAXEUR,8.66000000,4715.30000000
BTTTRY,0.00000000,0.00000000
CHZBRL,0.29400000,174962.00000000
UNIEUR,0.00000000,0.00000000
ALICEBTC,0.00002297,27168.24000000
ALICEBUSD,0.72600000,17207.74000000
ALICEUSDT,0.67700000,1393033.46000000
CHZBUSD,0.05810000,9611898.00000000
CHZEUR,0.05482000,492493.00000000
CHZGBP,0.05720000,9533.00000000
BIFIBNB,0.00000000,0.00000000
BIFIBUSD,0.00000000,0.00000000
LINABTC,0.00000028,19631428.00000000
LINABUSD,0.00820200,17677971.40000000
LINAUSDT,0.00820000,623802490.18000000
ADARUB,24.29000000,14495.40000000
ENJBRL,1.32800000,8332.30000000
ENJEUR,0.19460000,49488.50000000
MATICEUR,0.50600000,301841.00000000
NEOTRY,191.40000000,4522.32000000
PERPBTC,0.00001733,28955.30000000
PERPBUSD,0.54698000,67032.04000000
PERPUSDT,0.51089000,2347761.91000000
RAMPBTC,0.00000000,0.00000000
RAMPBUSD,0.00000000,0.00000000
RAMPUSDT,0.00000000,0.00000000
SUPERBTC,0.00000247,154278.00000000
SUPERBUSD,0.07270000,617134.00000000
SUPERUSDT,0.07290000,3022203.00000000
CFXBTC,0.00000354,503549.00000000
CFXBUSD,0.10430000,970535.00000000
CFXUSDT,0.10420000,47795099.00000000
ENJGBP,0.00000000,0.00000000
EOSTRY,15.53000000,23830.80000000
LTCGBP,52.06000000,10.40800000
LUNAEUR,0.00000000,0.00000000
RVNTRY,0.39740000,3614876.14000000
THETAEUR,0.55100000,23682.50000000
XVGBUSD,0.00322100,5090656.30000000
EPSBTC,0.00000000,0.00000000
EPSBUSD,0.00000000,0.00000000
EPSUSDT,0.00000000,0.00000000
AUTOBTC,0.00000000,0.00000000
AUTOBUSD,0.00000000,0.00000000
AUTOUSDT,0.00000000,0.00000000
TKOBTC,0.00000702,69817.70000000
TKOBIDR,3360.00,254382.90000000
TKOBUSD,0.20820000,73295.60000000
TKOUSDT,0.20840000,1563760.40000000
